Name,Type,Location,Conference,Division,URL
East Stroudsburg University of Pennsylvania,Public,"East Stroudsburg, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.esu.edu/
Eastern New Mexico University,Public,"Portales, New Mexico",Lone Star Conference,NCAA D2,http://www.enmu.edu/
Eckerd College,Private,"Saint Petersburg, Florida",Sunshine State Conference,NCAA D2,https://www.eckerd.edu/
Edinboro University,Public,"Edinboro, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.pennwest.edu/
Edward Waters University,Private,"Jacksonville, Florida",Southern Intercol. Ath. Conf.,NCAA D2,https://www.ew.edu/
Elizabeth City State University,Public,"Elizabeth City, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,https://www.ecsu.edu/
Embry-Riddle Aeronautical University,Private,"Daytona Beach, Florida",Sunshine State Conference,NCAA D2,https://daytonabeach.erau.edu/
Emmanuel University – Georgia,Private,"Franklin Springs, Georgia",Conference Carolinas,NCAA D2,https://eu.edu/
Emory & Henry University,Private,"Emory, Virginia",South Atlantic Conference,NCAA D2,https://www.emoryhenry.edu/
Emporia State University,Public,"Emporia, Kansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.emporia.edu/
Erskine College,Private,"Due West, South Carolina",Conference Carolinas,NCAA D2,https://www.erskine.edu/
Fairmont State University,Public,"Fairmont, West Virginia",Mountain East Conference,NCAA D2,https://www.fairmontstate.edu/
Fayetteville State University,Public,"Fayetteville, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,https://www.uncfsu.edu/
Felician University,Private,"Rutherford, New Jersey",Central Atlantic Collegiate Conference,NCAA D2,https://www.felician.edu/
Ferris State University,Public,"Big Rapids, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.ferris.edu/
Flagler College,Private,"Saint Augustine, Florida",Peach Belt Conference,NCAA D2,https://www.flagler.edu/
Florida Southern College,Private,"Lakeland, Florida",Sunshine State Conference,NCAA D2,https://www.flsouthern.edu/
Florida Tech,Private,"Melbourne, Florida",Sunshine State Conference,NCAA D2,https://www.fit.edu/
Fort Hays State University,Public,"Hays, Kansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.fhsu.edu/
Fort Lewis College,Public,"Durango, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.fortlewis.edu/
Fort Valley State University,Public,"Fort Valley, Georgia",Southern Intercol. Ath. Conf.,NCAA D2,https://www.fvsu.edu/
Francis Marion University,Public,"Florence, South Carolina",Conference Carolinas,NCAA D2,https://www.fmarion.edu/
Franklin Pierce University,Private,"Rindge, New Hampshire",Northeast-10 Conference,NCAA D2,https://franklinpierce.edu/
Fresno Pacific University,Private,"Fresno, California",Pacific West Conference,NCAA D2,https://www.fresno.edu/
Frostburg State University,Public,"Frostburg, Maryland",Mountain East Conference,NCAA D2,https://www.frostburg.edu/
Gannon University,Private,"Erie, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.gannon.edu/
Georgia College,Public,"Milledgeville, Georgia",Peach Belt Conference,NCAA D2,https://www.gcsu.edu/
Georgia Southwestern State University,Public,"Americus, Georgia",Peach Belt Conference,NCAA D2,https://www.gsw.edu/
Georgian Court University,Private,"Lakewood, New Jersey",Central Atlantic Collegiate Conference,NCAA D2,https://georgian.edu/
Glenville State University,Public,"Glenville, West Virginia",Mountain East Conference,NCAA D2,https://www.glenville.edu/
Goldey-Beacom College,Private,"Wilmington, Delaware",Central Atlantic Collegiate Conference,NCAA D2,https://www.gbc.edu/
Grand Valley State University,Public,"Allendale, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.gvsu.edu/
Harding University,Private,"Searcy, Arkansas",Great American Conference,NCAA D2,https://www.harding.edu/
Hawaii Pacific University,Private,"Honolulu, Hawaii",Pacific West Conference,NCAA D2,https://www.hpu.edu
Henderson State University,Public,"Arkadelphia, Arkansas",Great American Conference,NCAA D2,https://www.hsu.edu/
Hillsdale College,Private,"Hillsdale, Michigan",Great Midwest Athletic Conference,NCAA D2,https://www.hillsdale.edu/
Holy Family University,Private,"Philadelphia, Pennsylvania",Central Atlantic Collegiate Conference,NCAA D2,https://www.holyfamily.edu/
Indiana University of Pennsylvania,Public,"Indiana, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.iup.edu/
Jessup University,Public,"Rocklin, California",Pacific West Conference,NCAA D2,https://jessup.edu/
Johnson C. Smith University,Private,"Charlotte, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,https://www.jcsu.edu/
Kentucky State University,Public,"Frankfort, Kentucky",Southern Intercol. Ath. Conf.,NCAA D2,https://www.kysu.edu/
Kentucky Wesleyan College,Private,"Owensboro, Kentucky",Great Midwest Athletic Conference,NCAA D2,https://kwc.edu/
King University – Tennessee,Private,"Bristol, Tennessee",Conference Carolinas,NCAA D2,https://www.king.edu/
Kutztown University of Pennsylvania,Public,"Kutztown, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.kutztown.edu/
Lake Erie College,Private,"Painesville, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.lec.edu/
Lake Superior State University,Public,"Sault Ste Marie, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.lssu.edu/
Lander University,Public,"Greenwood, South Carolina",Peach Belt Conference,NCAA D2,https://www.lander.edu/
Lane College,Private,"Jackson, Tennessee",Southern Intercol. Ath. Conf.,NCAA D2,https://www.lanecollege.edu/
Le Moyne College,Private,"Syracuse, New York",Northeast Conference,NCAA D2,https://www.lemoyne.edu/
Lee University,Private,"Cleveland, Tennessee",Gulf South Conference,NCAA D2,https://www.leeuniversity.edu/
Lees-McRae College,Private,"Banner Elk, North Carolina",Conference Carolinas,NCAA D2,https://www.lmc.edu/
LeMoyne-Owen College,Private,"Memphis, Tennessee",Southern Intercol. Ath. Conf.,NCAA D2,https://loc.edu/
Lenoir-Rhyne University,Private,"Hickory, North Carolina",South Atlantic Conference,NCAA D2,https://www.lr.edu/
Lewis University,Private,"Romeoville, Illinois",Great Lakes Valley Conference,NCAA D2,https://www.lewisu.edu/index.htm
Limestone University,Private,"Gaffney, South Carolina",South Atlantic Conference,NCAA D2,https://www.limestone.edu/
Lincoln Memorial University,Private,"Harrogate, Tennessee",South Atlantic Conference,NCAA D2,https://www.lmunet.edu/
Lincoln University – Missouri,Public,"Jefferson City, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.lincolnu.edu/
Lincoln University Pennsylvania,Public,"Lincoln University, Pennsylvania",Central Intercollegiate Athletic Association,NCAA D2,https://www.lincoln.edu/
Lindenwood University,Private,"Saint Charles, Missouri",Ohio Valley Conference,NCAA D2,https://www.lindenwood.edu/
Livingstone College,Private,"Salisbury, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,http://livingstone.edu/
Lock Haven University,Public,"Lock Haven, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.commonwealthu.edu/campus-life/lock-haven
Lubbock Christian University,Private,"Lubbock, Texas",Lone Star Conference,NCAA D2,https://lcu.edu/
Lynn University,Private,"Boca Raton, Florida",Sunshine State Conference,NCAA D2,https://www.lynn.edu/
Malone University,Private,"Canton, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.malone.edu/
Mansfield University of Pennsylvania,Public,"Mansfield, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.commonwealthu.edu/campus-life/mansfield
Mars Hill University,Private,"Mars Hill, North Carolina",South Atlantic Conference,NCAA D2,https://www.mhu.edu/
Maryville University,Private,"Saint Louis, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.maryville.edu/
McKendree University,Private,"Lebanon, Illinois",Great Lakes Valley Conference,NCAA D2,https://www.mckendree.edu/
Menlo College,Private,"Atherton, California",Pacific West Conference,NCAA D2,https://www.menlo.edu/
Mercy University,Private,"Dobbs Ferry, New York",East Coast Conference,NCAA D2,https://www.mercy.edu/
Mercyhurst University,Private,"Erie, Pennsylvania",Northeast Conference,NCAA D2,https://www.mercyhurst.edu
Metropolitan State University of Denver,Public,"Denver, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.msudenver.edu/
Michigan Technological University,Public,"Houghton, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.mtu.edu/
Midwestern State University,Public,"Wichita Falls, Texas",Lone Star Conference,NCAA D2,https://www.msutexas.edu/
Miles College,Private,"Fairfield, Alabama",Southern Intercol. Ath. Conf.,NCAA D2,https://www.miles.edu/
Millersville University of Pennsylvania,Public,"Millersville, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.millersville.edu/
Minnesota State University – Mankato,Public,"Mankato, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.mnsu.edu/
Minnesota State University – Moorhead,Public,"Moorhead, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.mnstate.edu/
Minot State University,Public,"Minot, North Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.minotstateu.edu/
Mississippi College,Private,"Clinton, Mississippi",Gulf South Conference,NCAA D2,https://www.mc.edu/
Missouri Southern State University,Public,"Joplin, Missouri",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.mssu.edu/
Missouri University of Science & Technology,Public,"Rolla, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.mst.edu/
Missouri Western State University,Public,"Saint Joseph, Missouri",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.missouriwestern.edu/
Molloy University,Private,"Rockville Centre, New York",East Coast Conference,NCAA D2,https://www.molloy.edu/
Montana State University – Billings,Public,"Billings, Montana",Great Northwest Athletic Conference,NCAA D2,https://www.msubillings.edu/
Morehouse College,Private,"Atlanta, Georgia",Southern Intercol. Ath. Conf.,NCAA D2,https://morehouse.edu/
New Mexico Highlands University,Public,"Las Vegas, New Mexico",Rocky Mountain Athletic Conference,NCAA D2,https://www.nmhu.edu/
Newberry College,Private,"Newberry, South Carolina",South Atlantic Conference,NCAA D2,https://www.newberry.edu/
Newman University,Private,"Wichita, Kansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://newmanu.edu/
North Greenville University,Private,"Tigerville, South Carolina",Conference Carolinas,NCAA D2,https://www.ngu.edu/
Northeastern State University,Public,"Tahlequah, Oklahoma",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.nsuok.edu/
Northern Michigan University,Public,"Marquette, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://nmu.edu/
Northern State University,Public,"Aberdeen, South Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://northern.edu/
Northwest Missouri State University,Public,"Maryville, Missouri",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.nwmissouri.edu/
Northwest Nazarene University,Private,"Nampa, Idaho",Great Northwest Athletic Conference,NCAA D2,https://nnu.edu/
Northwestern Oklahoma State University,Public,"Alva, Oklahoma",Great American Conference,NCAA D2,https://www.nwosu.edu/
Northwood University – Michigan,Private,"Midland, Michigan",Great Midwest Athletic Conference,NCAA D2,https://www.northwood.edu
Nova Southeastern University,Private,"Fort Lauderdale, Florida",Sunshine State Conference,NCAA D2,https://www.nova.edu/index.html
Ohio Dominican University,Private,"Columbus, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.ohiodominican.edu/
Oklahoma Baptist University,Private,"Shawnee, Oklahoma",Great American Conference,NCAA D2,https://www.okbu.edu/
Oklahoma Christian University,Private,"Edmond, Oklahoma",Lone Star Conference,NCAA D2,https://www.oc.edu/
Ouachita Baptist University,Private,"Arkadelphia, Arkansas",Great American Conference,NCAA D2,https://obu.edu/
Pace University,Private,"New York, New York",Northeast-10 Conference,NCAA D2,https://www.pace.edu/
Palm Beach Atlantic University,Private,"West Palm Beach, Florida",Sunshine State Conference,NCAA D2,https://www.pba.edu/
"Pennsylvania Western University, California",Public,"California, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.pennwest.edu/
Pittsburg State University,Public,"Pittsburg, Kansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.pittstate.edu/
Point Loma Nazarene University,Private,"San Diego, California",Pacific West Conference,NCAA D2,https://www.pointloma.edu/
Point Park University,Private,"Pittsburgh, Pennsylvania",Mountain East Conference,NCAA D2,https://www.pointpark.edu/index
Post University,Private,"Waterbury, Connecticut",Central Atlantic Collegiate Conference,NCAA D2,https://post.edu/
Purdue University – Northwest,Public,"Hammond, Indiana",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.pnw.edu/
Queens University of Charlotte,Private,"Charlotte, North Carolina",Atlantic Sun Conference,NCAA D2,https://www.queens.edu/
Quincy University,Private,"Quincy, Illinois",Great Lakes Valley Conference,NCAA D2,https://www.quincy.edu/
Regis University,Private,"Denver, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.regis.edu/
Roberts Wesleyan University,Private,"Rochester, New York",East Coast Conference,NCAA D2,https://www.roberts.edu/
Rockhurst University,Private,"Kansas City, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.rockhurst.edu/
Rogers State University,Public,"Claremore, Oklahoma",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.rsu.edu/
Rollins College,Private,"Winter Park, Florida",Sunshine State Conference,NCAA D2,https://www.rollins.edu/college-of-liberal-arts/
Roosevelt University,Private,"Chicago, Illinois",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.roosevelt.edu/
Saginaw Valley State University,Public,"University Center, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.svsu.edu/go/
Saint Anselm College,Private,"Manchester, New Hampshire",Northeast-10 Conference,NCAA D2,https://www.anselm.edu/
Saint Augustine's University,Private,"Raleigh, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,https://www.st-aug.edu/
Saint Leo University,Private,"Saint Leo, Florida",Sunshine State Conference,NCAA D2,https://www.saintleo.edu/
Saint Martin's University,Private,"Lacey, Washington",Great Northwest Athletic Conference,NCAA D2,https://www.stmartin.edu/
Saint Michael's College,Private,"Colchester, Vermont",Northeast-10 Conference,NCAA D2,https://www.smcvt.edu
Salem University,Private,"Salem, West Virginia",Independent,NCAA D2,https://www.salemu.edu/
San Francisco State University,Public,"San Francisco, California",California Collegiate Athletic Association,NCAA D2,https://www.sfsu.edu/
Savannah State University,Public,"Savannah, Georgia",Southern Intercol. Ath. Conf.,NCAA D2,https://savannahstate.edu/
Seattle Pacific University,Private,"Seattle, Washington",Great Northwest Athletic Conference,NCAA D2,https://spu.edu/
Seton Hill University,Private,"Greensburg, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.setonhill.edu/
Shaw University,Private,"Raleigh, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,https://www.shawu.edu/
Shepherd University,Public,"Shepherdstown, West Virginia",Pennsylvania State Athletic Conference,NCAA D2,https://www.shepherd.edu/
Shippensburg University of Pennsylvania,Public,"Shippensburg, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.ship.edu/
Shorter University,Private,"Rome, Georgia",Conference Carolinas,NCAA D2,https://www.shorter.edu/
Simon Fraser University,Public,"Burnaby, British Columbia",Great Northwest Athletic Conference,NCAA D2,https://www.sfu.ca/
Slippery Rock University,Public,"Slippery Rock, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.sru.edu/
Sonoma State University,Public,"Rohnert Park, California",California Collegiate Athletic Association,NCAA D2,https://www.sonoma.edu/
South Dakota Mines,Public,"Rapid City, South Dakota",Rocky Mountain Athletic Conference,NCAA D2,https://www.sdsmt.edu/index.html
Southeastern Oklahoma State University,Public,"Durant, Oklahoma",Great American Conference,NCAA D2,https://www.se.edu/
Southern Arkansas University,Public,"Magnolia, Arkansas",Great American Conference,NCAA D2,https://web.saumag.edu/
Southern Connecticut State University,Public,"New Haven, Connecticut",Northeast-10 Conference,NCAA D2,https://www.southernct.edu/
Southern Nazarene University,Private,"Bethany, Oklahoma",Great American Conference,NCAA D2,https://www.snu.edu/
Southern New Hampshire University,Private,"Manchester, New Hampshire",Northeast-10 Conference,NCAA D2,https://www.snhu.edu/
Southern Wesleyan University,Private,"Central, South Carolina",Conference Carolinas,NCAA D2,https://www.swu.edu/
Southwest Baptist University,Private,"Bolivar, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.sbuniv.edu
Southwest Minnesota State University,Public,"Marshall, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.smsu.edu/
Southwestern Oklahoma State University,Public,"Weatherford, Oklahoma",Great American Conference,NCAA D2,https://www.swosu.edu/
Spring Hill College,Private,"Mobile, Alabama",Southern Intercol. Ath. Conf.,NCAA D2,https://www.shc.edu/
St. Cloud State University,Public,"Saint Cloud, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.stcloudstate.edu/
St. Edward's University,Private,"Austin, Texas",Lone Star Conference,NCAA D2,https://www.stedwards.edu/
St. Mary's University – Texas,Private,"San Antonio, Texas",Lone Star Conference,NCAA D2,https://www.stmarytx.edu/
St. Thomas Aquinas College,Private,"Sparkill, New York",East Coast Conference,NCAA D2,https://stac.edu/
Stonehill College,Private,"Easton, Massachusetts",Northeast Conference,NCAA D2,https://www.stonehill.edu/
Sul Ross State University,Public,"Alpine, Texas",Lone Star Conference,NCAA D2,https://www.sulross.edu/
Texas A&M International University,Public,"Laredo, Texas",Lone Star Conference,NCAA D2,https://www.tamiu.edu/
Texas A&M University – Commerce,Public,"Commerce, Texas",Southland Conference,NCAA D2,https://www.tamuc.edu/
Texas A&M University – Kingsville,Public,"Kingsville, Texas",Lone Star Conference,NCAA D2,https://www.tamuk.edu/
Texas Woman's University,Public,"Denton, Texas",Lone Star Conference,NCAA D2,https://twu.edu/
The College of Saint Rose,Private,"Albany, New York",Northeast-10 Conference,NCAA D2,https://www.strose.edu/
The University of Virginia's College at Wise,Public,"Wise, Virginia",South Atlantic Conference,NCAA D2,https://www.uvawise.edu/
Thomas Jefferson University,Private,"Philadelphia, Pennsylvania",Central Atlantic Collegiate Conference,NCAA D2,https://www.jefferson.edu/
Thomas More University,Private,"Crestview Hills, Kentucky",Great Midwest Athletic Conference,NCAA D2,https://www.thomasmore.edu/
Tiffin University,Private,"Tiffin, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.tiffin.edu
Trevecca Nazarene University,Private,"Nashville, Tennessee",Gulf South Conference,NCAA D2,https://www.trevecca.edu/
Truman State University,Public,"Kirksville, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.truman.edu
Tusculum University,Private,"Greeneville, Tennessee",South Atlantic Conference,NCAA D2,https://site.tusculum.edu/
Tuskegee University,Private,"Tuskegee, Alabama",Southern Intercol. Ath. Conf.,NCAA D2,https://www.tuskegee.edu/
Union University,Private,"Jackson, Tennessee",Gulf South Conference,NCAA D2,https://www.uu.edu
University of Alabama – Huntsville,Public,"Huntsville, Alabama",Gulf South Conference,NCAA D2,https://www.uah.edu/
University of Alaska – Anchorage,Public,"Anchorage, Alaska",Great Northwest Athletic Conference,NCAA D2,https://www.uaa.alaska.edu/
University of Alaska – Fairbanks,Public,"Fairbanks, Alaska",Great Northwest Athletic Conference,NCAA D2,https://www.uaf.edu/uaf/
University of Arkansas – Fort Smith,Public,"Fort Smith, Arkansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://uafs.edu/
University of Arkansas at Monticello,Public,"Monticello, Arkansas",Great American Conference,NCAA D2,https://www.uamont.edu/
University of Bridgeport,Private,"Bridgeport, Connecticut",Central Atlantic Collegiate Conference,NCAA D2,https://www.bridgeport.edu/
University of California – Merced,Public,"Merced, California",California Collegiate Athletic Association,NCAA D2,https://www.ucmerced.edu/
University of Central Missouri,Public,"Warrensburg, Missouri",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.ucmo.edu/
University of Central Oklahoma,Public,"Edmond, Oklahoma",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.uco.edu/
University of Charleston,Private,"Charleston, West Virginia",Mountain East Conference,NCAA D2,https://www.ucwv.edu/
University of Colorado – Colorado Springs,Public,"Colorado Springs, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.uccs.edu/
University of Findlay,Private,"Findlay, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.findlay.edu/
University of Hawaii at Hilo,Public,"Hilo, Hawaii",Pacific West Conference,NCAA D2,https://hilo.hawaii.edu/
University of Illinois at Springfield,Public,"Springfield, Illinois",Great Lakes Valley Conference,NCAA D2,https://www.uis.edu/
University of Indianapolis,Private,"Indianapolis, Indiana",Great Lakes Valley Conference,NCAA D2,https://uindy.edu/
University of Jamestown,Private,"Jamestown, North Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.uj.edu/
University of Mary,Private,"Bismarck, North Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.umary.edu/
University of Minnesota – Crookston,Public,"Crookston, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://crk.umn.edu/
University of Minnesota – Duluth,Public,"Duluth, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.d.umn.edu/
University of Missouri – St. Louis,Public,"Saint Louis, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.umsl.edu/
University of Montevallo,Public,"Montevallo, Alabama",Gulf South Conference,NCAA D2,https://www.montevallo.edu/
University of Mount Olive,Private,"Mount Olive, North Carolina",Conference Carolinas,NCAA D2,https://umo.edu/
University of Nebraska at Kearney,Public,"Kearney, Nebraska",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.unk.edu/
University of New Haven,Private,"West Haven, Connecticut",Northeast-10 Conference,NCAA D2,https://www.newhaven.edu/index.php
University of North Carolina at Pembroke,Public,"Pembroke, North Carolina",Conference Carolinas,NCAA D2,https://www.uncp.edu/
University of North Georgia,Public,"Dahlonega, Georgia",Peach Belt Conference,NCAA D2,https://ung.edu/
University of Pittsburgh – Johnstown,Public,"Johnstown, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.johnstown.pitt.edu/
"University of Puerto Rico, Bayamon",Public,"Bayamón, Puerto Rico",Independent,NCAA D2,https://www.uprb.edu/
"University of Puerto Rico, Mayaguez",Public,"Mayaguez, Puerto Rico",Independent,NCAA D2,https://www.uprm.edu/portada/
"University of Puerto Rico, Rio Piedras",Public,"Rio Piedras, Puerto Rico",Independent,NCAA D2,https://www.uprrp.edu/english/
University of Sioux Falls,Private,"Sioux Falls, South Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.usiouxfalls.edu/
