Name,Type,Location,Conference,Division,URL
East Carolina University,Public,"Greenville, North Carolina",American Athletic Conference,NCAA D1,https://www.ecu.edu/
East Tennessee State University,Public,"Johnson City, Tennessee",Southern Conference,NCAA D1,https://www.etsu.edu/ehome/
Eastern Illinois University,Public,"Charleston, Illinois",Ohio Valley Conference,NCAA D1,https://www.eiu.edu
Eastern Kentucky University,Public,"Richmond, Kentucky",Atlantic Sun Conference,NCAA D1,https://www.eku.edu/
Eastern Michigan University,Public,"Ypsilanti, Michigan",Mid-American Conference,NCAA D1,https://www.emich.edu/
Eastern Washington University,Public,"Cheney, Washington",Big Sky Conference,NCAA D1,https://www.ewu.edu/
Elon University,Private,"Elon, North Carolina",Coastal Athletic Association,NCAA D1,https://www.elon.edu/
Fairfield University,Private,"Fairfield, Connecticut",Metro Atlantic Athletic Conference,NCAA D1,https://www.fairfield.edu/
Fairleigh Dickinson University,Private,"Teaneck, New Jersey",Northeast Conference,NCAA D1,https://www.fdu.edu/
Florida A&M University,Public,"Tallahassee, Florida",Southwestern Athletic Conf.,NCAA D1,https://www.famu.edu/
Florida Atlantic University,Public,"Boca Raton, Florida",American Athletic Conference,NCAA D1,https://www.fau.edu/
Florida Gulf Coast University,Public,"Fort Myers, Florida",Atlantic Sun Conference,NCAA D1,https://www.fgcu.edu/
Florida International University,Public,"Miami, Florida",Conference USA,NCAA D1,https://www.fiu.edu/
Florida State University,Public,"Tallahassee, Florida",Atlantic Coast Conference,NCAA D1,https://www.fsu.edu/
Fordham University,Private,"Bronx, New York",Atlantic 10 Conference,NCAA D1,https://www.fordham.edu/
Furman University,Private,"Greenville, South Carolina",Southern Conference,NCAA D1,https://www.furman.edu/
Gardner-Webb University,Private,"Boiling Springs, North Carolina",Big South Conference,NCAA D1,https://gardner-webb.edu/
George Mason University,Public,"Fairfax, Virginia",Atlantic 10 Conference,NCAA D1,https://www.gmu.edu/
George Washington University,Private,"Washington, District Of Columbia",Atlantic 10 Conference,NCAA D1,https://www.gwu.edu/
Georgetown University,Private,"Washington, District Of Columbia",Big East Conference,NCAA D1,https://www.georgetown.edu/
Georgia Southern University,Public,"Statesboro, Georgia",Sun Belt Conference,NCAA D1,https://www.georgiasouthern.edu/
Georgia State University,Public,"Atlanta, Georgia",Sun Belt Conference,NCAA D1,https://www.gsu.edu/
Georgia Tech,Public,"Atlanta, Georgia",Atlantic Coast Conference,NCAA D1,https://www.gatech.edu/
Gonzaga University,Private,"Spokane, Washington",West Coast Conference,NCAA D1,https://www.gonzaga.edu/
Grambling State University,Public,"Grambling, Louisiana",Southwestern Athletic Conf.,NCAA D1,https://www.gram.edu/
Grand Canyon University,Private,"Phoenix, Arizona",Western Athletic Conference,NCAA D1,https://www.gcu.edu/
Hampton University,Private,"Hampton, Virginia",Coastal Athletic Association,NCAA D1,https://home.hamptonu.edu/
Harvard University,Private,"Cambridge, Massachusetts",The Ivy League,NCAA D1,https://college.harvard.edu/
High Point University,Private,"High Point, North Carolina",Big South Conference,NCAA D1,https://www.highpoint.edu/
Hofstra University,Private,"Hempstead, New York",Coastal Athletic Association,NCAA D1,https://www.hofstra.edu/
Houston Christian University,Private,"Houston, Texas",Southland Conference,NCAA D1,https://hc.edu/
Howard University,Private,"Washington, District Of Columbia",Mid-Eastern Athletic Conf.,NCAA D1,https://howard.edu/
Idaho State University,Public,"Pocatello, Idaho",Big Sky Conference,NCAA D1,https://www.isu.edu/
Illinois State University,Public,"Normal, Illinois",Missouri Valley Conference,NCAA D1,https://illinoisstate.edu/
Indiana State University,Public,"Terre Haute, Indiana",Missouri Valley Conference,NCAA D1,https://indianastate.edu/
Indiana University,Public,"Bloomington, Indiana",Big Ten Conference,NCAA D1,https://bloomington.iu.edu/
Indiana University – Indianapolis,Public,"Indianapolis, Indiana",Horizon League,NCAA D1,https://indianapolis.iu.edu/
Iona University,Private,"New Rochelle, New York",Metro Atlantic Athletic Conference,NCAA D1,https://www.iona.edu/
Iowa State University,Public,"Ames, Iowa",Big 12 Conference,NCAA D1,https://www.iastate.edu/
Jackson State University,Public,"Jackson, Mississippi",Southwestern Athletic Conf.,NCAA D1,https://www.jsums.edu/
Jacksonville State University,Public,"Jacksonville, Alabama",Conference USA,NCAA D1,https://www.jsu.edu/
Jacksonville University,Private,"Jacksonville, Florida",Atlantic Sun Conference,NCAA D1,https://www.ju.edu/start/
James Madison University,Public,"Harrisonburg, Virginia",Sun Belt Conference,NCAA D1,https://www.jmu.edu/index.shtml
Kansas State University,Public,"Manhattan, Kansas",Big 12 Conference,NCAA D1,https://www.k-state.edu/
Kennesaw State University,Public,"Kennesaw, Georgia",Conference USA,NCAA D1,https://www.kennesaw.edu/
Kent State University,Public,"Kent, Ohio",Mid-American Conference,NCAA D1,https://www.kent.edu/
La Salle University,Private,"Philadelphia, Pennsylvania",Atlantic 10 Conference,NCAA D1,https://www.lasalle.edu/
Lafayette College,Private,"Easton, Pennsylvania",Patriot League,NCAA D1,https://www.lafayette.edu/
Lamar University,Public,"Beaumont, Texas",Southland Conference,NCAA D1,https://www.lamar.edu/
Le Moyne College,Private,"Syracuse, New York",Northeast Conference,NCAA D1,https://www.lemoyne.edu/
Lehigh University,Private,"Bethlehem, Pennsylvania",Patriot League,NCAA D1,https://www2.lehigh.edu/
Liberty University,Private,"Lynchburg, Virginia",Conference USA,NCAA D1,https://www.liberty.edu/residential/
Lindenwood University,Private,"Saint Charles, Missouri",Ohio Valley Conference,NCAA D1,https://www.lindenwood.edu/
Lipscomb University,Private,"Nashville, Tennessee",Atlantic Sun Conference,NCAA D1,https://lipscomb.edu/
Long Island University,Private,"Long Island, New York",Northeast Conference,NCAA D1,https://liu.edu/brooklyn
Longwood University,Public,"Farmville, Virginia",Big South Conference,NCAA D1,https://www.longwood.edu/
Louisiana State University (LSU),Public,"Baton Rouge, Louisiana",Southeastern Conference,NCAA D1,https://www.lsu.edu/
Louisiana Tech University,Public,"Ruston, Louisiana",Conference USA,NCAA D1,https://www.latech.edu
Loyola Marymount University,Private,"Los Angeles, California",West Coast Conference,NCAA D1,https://admission.lmu.edu
Loyola University Chicago,Private,"Chicago, Illinois",Atlantic 10 Conference,NCAA D1,https://www.luc.edu/
Loyola University Maryland,Private,"Baltimore, Maryland",Patriot League,NCAA D1,https://www.loyola.edu/
Manhattan University,Private,"Riverdale, New York",Metro Atlantic Athletic Conference,NCAA D1,https://manhattan.edu/
Marist College,Private,"Poughkeepsie, New York",Metro Atlantic Athletic Conference,NCAA D1,https://www.marist.edu/
Marquette University,Private,"Milwaukee, Wisconsin",Big East Conference,NCAA D1,https://www.marquette.edu/
Marshall University,Public,"Huntington, West Virginia",Sun Belt Conference,NCAA D1,https://www.marshall.edu/
McNeese State University,Public,"Lake Charles, Louisiana",Southland Conference,NCAA D1,https://www.mcneese.edu/
Mercer University,Private,"Macon, Georgia",Southern Conference,NCAA D1,https://www.mercer.edu/
Mercyhurst University,Private,"Erie, Pennsylvania",Northeast Conference,NCAA D1,https://www.mercyhurst.edu
Merrimack College,Private,"North Andover, Massachusetts",Metro Atlantic Athletic Conference,NCAA D1,https://www.merrimack.edu/
Miami University,Public,"Oxford, Ohio",Mid-American Conference,NCAA D1,https://MiamiOH.edu
Michigan State University,Public,"East Lansing, Michigan",Big Ten Conference,NCAA D1,https://msu.edu/
Middle Tennessee State University,Public,"Murfreesboro, Tennessee",Conference USA,NCAA D1,https://www.mtsu.edu/
Mississippi State University,Public,"Mississippi State, Mississippi",Southeastern Conference,NCAA D1,https://www.msstate.edu/
Mississippi Valley State University,Public,"Itta Bena, Mississippi",Southwestern Athletic Conf.,NCAA D1,https://www.mvsu.edu/
Missouri State University,Public,"Springfield, Missouri",Missouri Valley Conference,NCAA D1,https://www.missouristate.edu/
Monmouth University,Private,"West Long Branch, New Jersey",Coastal Athletic Association,NCAA D1,https://www.monmouth.edu/
Montana State University,Public,"Bozeman, Montana",Big Sky Conference,NCAA D1,https://www.montana.edu/
Morehead State University,Public,"Morehead, Kentucky",Ohio Valley Conference,NCAA D1,https://www.moreheadstate.edu/
Morgan State University,Public,"Baltimore, Maryland",Mid-Eastern Athletic Conf.,NCAA D1,https://www.morgan.edu/
Mount St. Mary's University,Private,"Emmitsburg, Maryland",Metro Atlantic Athletic Conference,NCAA D1,https://msmary.edu
Murray State University,Public,"Murray, Kentucky",Missouri Valley Conference,NCAA D1,https://www.murraystate.edu/
New Jersey Institute of Technology,Public,"Newark, New Jersey",America East Conference,NCAA D1,https://www.njit.edu/
New Mexico State University,Public,"Las Cruces, New Mexico",Conference USA,NCAA D1,https://www.nmsu.edu/
Niagara University,Private,"Niagara University, New York",Metro Atlantic Athletic Conference,NCAA D1,https://www.niagara.edu/
Nicholls State University,Public,"Thibodaux, Louisiana",Southland Conference,NCAA D1,https://www.nicholls.edu/
Norfolk State University,Public,"Norfolk, Virginia",Mid-Eastern Athletic Conf.,NCAA D1,https://www.nsu.edu
North Carolina A&T State University,Public,"Greensboro, North Carolina",Coastal Athletic Association,NCAA D1,https://www.ncat.edu/
North Carolina Central University,Public,"Durham, North Carolina",Mid-Eastern Athletic Conf.,NCAA D1,https://www.nccu.edu/
North Carolina State University,Public,"Raleigh, North Carolina",Atlantic Coast Conference,NCAA D1,https://www.ncsu.edu/
North Dakota State University,Public,"Fargo, North Dakota",The Summit League,NCAA D1,https://www.ndsu.edu/
Northeastern University,Private,"Boston, Massachusetts",Coastal Athletic Association,NCAA D1,https://www.northeastern.edu/
Northern Arizona University,Public,"Flagstaff, Arizona",Big Sky Conference,NCAA D1,https://nau.edu/
Northern Illinois University,Public,"Dekalb, Illinois",Mid-American Conference,NCAA D1,https://www.niu.edu/index.shtml
Northern Kentucky University,Public,"Highland Heights, Kentucky",Horizon League,NCAA D1,https://www.nku.edu/
Northwestern State University of Louisiana,Public,"Natchitoches, Louisiana",Southland Conference,NCAA D1,https://www.nsula.edu/
Northwestern University,Private,"Evanston, Illinois",Big Ten Conference,NCAA D1,https://www.northwestern.edu/
Oakland University,Public,"Rochester Hills, Michigan",Horizon League,NCAA D1,https://www.oakland.edu/
Ohio University,Public,"Athens, Ohio",Mid-American Conference,NCAA D1,https://www.ohio.edu/
Oklahoma State University,Public,"Stillwater, Oklahoma",Big 12 Conference,NCAA D1,https://go.okstate.edu/
Old Dominion University,Public,"Norfolk, Virginia",Sun Belt Conference,NCAA D1,https://www.odu.edu/
Oral Roberts University,Private,"Tulsa, Oklahoma",The Summit League,NCAA D1,https://oru.edu/
Oregon State University,Public,"Corvallis, Oregon",Pac-12 Conference,NCAA D1,https://oregonstate.edu/
Penn State,Public,"University Park, Pennsylvania",Big Ten Conference,NCAA D1,https://www.psu.edu/
Pepperdine University,Private,"Malibu, California",West Coast Conference,NCAA D1,https://seaver.pepperdine.edu/
Portland State University,Public,"Portland, Oregon",Big Sky Conference,NCAA D1,https://www.pdx.edu/
Prairie View A&M University,Public,"Prairie View, Texas",Southwestern Athletic Conf.,NCAA D1,https://www.pvamu.edu/
Presbyterian College,Private,"Clinton, South Carolina",Big South Conference,NCAA D1,https://www.presby.edu/
Princeton University,Private,"Princeton, New Jersey",The Ivy League,NCAA D1,https://www.princeton.edu/
Providence College,Private,"Providence, Rhode Island",Big East Conference,NCAA D1,https://www.providence.edu/
Purdue University,Public,"West Lafayette, Indiana",Big Ten Conference,NCAA D1,https://www.purdue.edu/
Purdue University – Fort Wayne,Public,"Fort Wayne, Indiana",Horizon League,NCAA D1,https://www.pfw.edu/
Queens University of Charlotte,Private,"Charlotte, North Carolina",Atlantic Sun Conference,NCAA D1,https://www.queens.edu/
Quinnipiac University,Private,"Hamden, Connecticut",Metro Atlantic Athletic Conference,NCAA D1,https://www.qu.edu/
Radford University,Public,"Radford, Virginia",Big South Conference,NCAA D1,https://www.radford.edu/
Rice University,Private,"Houston, Texas",American Athletic Conference,NCAA D1,https://www.rice.edu/
Rider University,Private,"Lawrenceville, New Jersey",Metro Atlantic Athletic Conference,NCAA D1,https://www.rider.edu/
Robert Morris University – Pennsylvania,Private,"Moon Township, Pennsylvania",Horizon League,NCAA D1,https://www.rmu.edu/
Rutgers University,Public,"Piscataway, New Jersey",Big Ten Conference,NCAA D1,https://newbrunswick.rutgers.edu/
Sacred Heart University,Private,"Fairfield, Connecticut",Metro Atlantic Athletic Conference,NCAA D1,https://www.sacredheart.edu/
Saint Francis University,Private,"Loretto, Pennsylvania",Northeast Conference,NCAA D1,https://www.francis.edu/
Saint Joseph's University,Private,"Philadelphia, Pennsylvania",Atlantic 10 Conference,NCAA D1,https://www.sju.edu/
Saint Louis University,Private,"St. Louis, Missouri",Atlantic 10 Conference,NCAA D1,https://www.slu.edu/
Saint Mary's College of California,Private,"Moraga, California",West Coast Conference,NCAA D1,https://www.stmarys-ca.edu/
Saint Peter's University,Private,"Jersey City, New Jersey",Metro Atlantic Athletic Conference,NCAA D1,https://www.saintpeters.edu/
Sam Houston State University,Public,"Huntsville, Texas",Conference USA,NCAA D1,https://www.shsu.edu/
Samford University,Private,"Birmingham, Alabama",Southern Conference,NCAA D1,https://www.samford.edu/
San Diego State University,Public,"San Diego, California",Mountain West Conference,NCAA D1,https://www.sdsu.edu/
San Jose State University,Public,"San Jose, California",Mountain West Conference,NCAA D1,https://www.sjsu.edu/
Santa Clara University,Private,"Santa Clara, California",West Coast Conference,NCAA D1,https://www.scu.edu/
Seattle University,Private,"Seattle, Washington",Western Athletic Conference,NCAA D1,https://www.seattleu.edu/
Seton Hall University,Private,"South Orange, New Jersey",Big East Conference,NCAA D1,https://www.shu.edu/
Siena College,Private,"Loudonville, New York",Metro Atlantic Athletic Conference,NCAA D1,https://www.siena.edu/
South Carolina State University,Public,"Orangeburg, South Carolina",Mid-Eastern Athletic Conf.,NCAA D1,https://scsu.edu/
South Dakota State University,Public,"Brookings, South Dakota",The Summit League,NCAA D1,https://www.sdstate.edu/
Southeast Missouri State University,Public,"Cape Girardeau, Missouri",Ohio Valley Conference,NCAA D1,https://semo.edu/
Southeastern Louisiana University,Public,"Hammond, Louisiana",Southland Conference,NCAA D1,https://www.southeastern.edu/
Southern Illinois University Carbondale,Public,"Carbondale, Illinois",Missouri Valley Conference,NCAA D1,https://siu.edu/
Southern Illinois University Edwardsville,Public,"Edwardsville, Illinois",Ohio Valley Conference,NCAA D1,https://www.siue.edu/
Southern Methodist University – SMU,Private,"Dallas, Texas",Atlantic Coast Conference,NCAA D1,https://www.smu.edu/
Southern University & A&M College,Public,"Baton Rouge, Louisiana",Southwestern Athletic Conf.,NCAA D1,https://www.subr.edu/
Southern Utah University,Public,"Cedar City, Utah",Western Athletic Conference,NCAA D1,https://www.suu.edu/
St. Bonaventure University,Private,"Saint Bonaventure, New York",Atlantic 10 Conference,NCAA D1,https://www.sbu.edu/
St. John's University – New York,Private,"Queens, New York",Big East Conference,NCAA D1,https://www.stjohns.edu/
Stanford University,Private,"Stanford, California",Atlantic Coast Conference,NCAA D1,https://www.stanford.edu/
Stephen F Austin State University,Public,"Nacogdoches, Texas",Southland Conference,NCAA D1,https://www.sfasu.edu/
Stetson University,Private,"Deland, Florida",Atlantic Sun Conference,NCAA D1,https://www.stetson.edu/
Stonehill College,Private,"Easton, Massachusetts",Northeast Conference,NCAA D1,https://www.stonehill.edu/
Stony Brook University,Public,"Stony Brook, New York",Coastal Athletic Association,NCAA D1,https://www.stonybrook.edu/
SUNY University at Buffalo,Public,"Buffalo, New York",Mid-American Conference,NCAA D1,https://admissions.buffalo.edu/
Syracuse University,Private,"Syracuse, New York",Atlantic Coast Conference,NCAA D1,https://www.syracuse.edu/
Tarleton State University,Public,"Stephenville, Texas",Western Athletic Conference,NCAA D1,https://www.tarleton.edu/
Temple University,Public,"Philadelphia, Pennsylvania",American Athletic Conference,NCAA D1,https://www.temple.edu/
Tennessee State University,Public,"Nashville, Tennessee",Ohio Valley Conference,NCAA D1,https://www.tnstate.edu/
Tennessee Technological University,Public,"Cookeville, Tennessee",Ohio Valley Conference,NCAA D1,https://www.tntech.edu/
Texas A&M University,Public,"College Station, Texas",Southeastern Conference,NCAA D1,https://www.tamu.edu/
Texas A&M University – Commerce,Public,"Commerce, Texas",Southland Conference,NCAA D1,https://www.tamuc.edu/
Texas A&M University – Corpus Christi,Public,"Corpus Christi, Texas",Southland Conference,NCAA D1,https://www.tamucc.edu/
Texas Christian University,Private,"Fort Worth, Texas",Big 12 Conference,NCAA D1,https://www.tcu.edu/
Texas Southern University,Public,"Houston, Texas",Southwestern Athletic Conf.,NCAA D1,https://www.tsu.edu/
Texas State University,Public,"San Marcos, Texas",Sun Belt Conference,NCAA D1,https://www.txst.edu/
Texas Tech University,Public,"Lubbock, Texas",Big 12 Conference,NCAA D1,https://www.depts.ttu.edu/admissions/index.php
The Citadel,Public,"Charleston, South Carolina",Southern Conference,NCAA D1,https://www.citadel.edu/
The Ohio State University,Public,"Columbus, Ohio",Big Ten Conference,NCAA D1,https://undergrad.osu.edu
Towson University,Public,"Towson, Maryland",Coastal Athletic Association,NCAA D1,https://www.towson.edu/
Troy University,Public,"Troy, Alabama",Sun Belt Conference,NCAA D1,https://www.troy.edu/
Tulane University,Private,"New Orleans, Louisiana",American Athletic Conference,NCAA D1,https://tulane.edu/
U.S. Air Force Academy,Public,"Usaf Academy, Colorado",Mountain West Conference,NCAA D1,https://www.usafa.edu/
U.S. Military Academy,Public,"West Point, New York",Patriot League,NCAA D1,https://www.westpoint.edu/
U.S. Naval Academy,Public,"Annapolis, Maryland",Patriot League,NCAA D1,https://www.usna.edu/homepage.php
University at Albany,Public,"Albany, New York",America East Conference,NCAA D1,https://www.albany.edu/
University of Akron,Public,"Akron, Ohio",Mid-American Conference,NCAA D1,https://www.uakron.edu/
University of Alabama,Public,"Tuscaloosa, Alabama",Southeastern Conference,NCAA D1,https://www.ua.edu/
University of Alabama – Birmingham,Public,"Birmingham, Alabama",American Athletic Conference,NCAA D1,https://www.uab.edu/home/
University of Arizona,Public,"Tucson, Arizona",Big 12 Conference,NCAA D1,https://www.arizona.edu/
University of Arkansas,Public,"Fayetteville, Arkansas",Southeastern Conference,NCAA D1,https://www.uark.edu/
University of Arkansas at Little Rock,Public,"Little Rock, Arkansas",Ohio Valley Conference,NCAA D1,https://ualr.edu/
University of Arkansas at Pine Bluff,Public,"Pine Bluff, Arkansas",Southwestern Athletic Conf.,NCAA D1,https://uapb.edu/
University of California – Berkeley,Public,"Berkeley, California",Atlantic Coast Conference,NCAA D1,https://www.berkeley.edu/
University of California – Davis,Public,"Davis, California",Big West Conference,NCAA D1,https://www.ucdavis.edu/
University of California – Irvine,Public,"Irvine, California",Big West Conference,NCAA D1,https://www.uci.edu/
University of California – Los Angeles,Public,"Los Angeles, California",Big Ten Conference,NCAA D1,https://www.ucla.edu/
University of California – Riverside,Public,"Riverside, California",Big West Conference,NCAA D1,https://www.ucr.edu/
University of California – San Diego,Public,"La Jolla, California",Big West Conference,NCAA D1,https://www.ucsd.edu/
University of California – Santa Barbara,Public,"Santa Barbara, California",Big West Conference,NCAA D1,https://www.ucsb.edu/
University of Central Arkansas,Public,"Conway, Arkansas",Atlantic Sun Conference,NCAA D1,http://uca.edu/
University of Central Florida,Public,"Orlando, Florida",Big 12 Conference,NCAA D1,https://www.ucf.edu/
University of Cincinnati,Public,"Cincinnati, Ohio",Big 12 Conference,NCAA D1,https://www.uc.edu/
University of Colorado – Boulder,Public,"Boulder, Colorado",Big 12 Conference,NCAA D1,https://www.colorado.edu/
University of Connecticut,Public,"Storrs, Connecticut",Big East Conference,NCAA D1,https://uconn.edu/
University of Dayton,Private,"Dayton, Ohio",Atlantic 10 Conference,NCAA D1,https://udayton.edu/
University of Delaware,Public,"Newark, Delaware",Coastal Athletic Association,NCAA D1,https://www.udel.edu/
University of Denver,Private,"Denver, Colorado",The Summit League,NCAA D1,https://www.du.edu/
University of Detroit Mercy,Private,"Detroit, Michigan",Horizon League,NCAA D1,https://www.udmercy.edu/
University of Evansville,Private,"Evansville, Indiana",Missouri Valley Conference,NCAA D1,https://www.evansville.edu/
University of Florida,Public,"Gainesville, Florida",Southeastern Conference,NCAA D1,https://www.ufl.edu/
University of Georgia,Public,"Athens, Georgia",Southeastern Conference,NCAA D1,https://www.uga.edu/
University of Hartford,Private,"West Hartford, Connecticut",Conference of New England,NCAA D1,https://www.hartford.edu/
University of Hawaii at Manoa,Public,"Honolulu, Hawaii",Big West Conference,NCAA D1,https://manoa.hawaii.edu/
University of Houston,Public,"Houston, Texas",Big 12 Conference,NCAA D1,https://uh.edu/
University of Idaho,Public,"Moscow, Idaho",Big Sky Conference,NCAA D1,https://www.uidaho.edu
University of Illinois,Public,"Urbana, Illinois",Big Ten Conference,NCAA D1,https://illinois.edu/
University of Illinois at Chicago,Public,"Chicago, Illinois",Missouri Valley Conference,NCAA D1,https://www.uic.edu/
University of Iowa,Public,"Iowa City, Iowa",Big Ten Conference,NCAA D1,https://admissions.uiowa.edu
University of Kansas,Public,"Lawrence, Kansas",Big 12 Conference,NCAA D1,https://ku.edu/
University of Kentucky,Public,"Lexington, Kentucky",Southeastern Conference,NCAA D1,https://www.uky.edu/
University of Louisiana – Monroe,Public,"Monroe, Louisiana",Sun Belt Conference,NCAA D1,https://www.ulm.edu/
University of Louisiana at Lafayette,Public,"Lafayette, Louisiana",Sun Belt Conference,NCAA D1,https://louisiana.edu/
University of Louisville,Public,"Louisville, Kentucky",Atlantic Coast Conference,NCAA D1,https://louisville.edu/
University of Maine,Public,"Orono, Maine",America East Conference,NCAA D1,https://umaine.edu/
University of Maryland,Public,"College Park, Maryland",Big Ten Conference,NCAA D1,https://umd.edu/
University of Maryland – Baltimore County,Public,"Baltimore, Maryland",America East Conference,NCAA D1,https://umbc.edu
